plate_text,plate_count,detection_count,max_confidence,bbox_summary,raw_plate_text,high_conf_detection,all_unique_plates,unique_plate_count,frame_plate_text
"[""59C-113216"", ""51F-101.51"", ""HN11111""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""51F\n101.51"", ""HN11111""]",False,"[""59C-113216"", ""51F-101.51"", ""HN11111""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""HN11111""]"
"[""59C-113216"", ""51F-101.51""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""51F\n101.51""]",False,"[""59C-113216"", ""51F-101.51""]","[1, 1]","[""59C-113216"", ""51F-101.51""]"
"[""59C-113216"", ""51F-101.51""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""51F\n101.51""]",False,"[""59C-113216"", ""51F-101.51""]","[1, 1]","[""59C-113216"", ""51F-101.51""]"
"[""59C-113216"", ""51F-101.51"", ""VN12121""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""51F\n101.51"", ""VN12121""]",False,"[""59C-113216"", ""51F-101.51"", ""VN12121""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""VN12121""]"
"[""59C-113216"", ""51F-101.51"", ""FU1111""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""51F\n101.51"", ""FU1111""]",False,"[""59C-113216"", ""51F-101.51"", ""FU1111""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""FU1111""]"
"[""59C-113216"", ""51F-101.51""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""51F\n101.51""]",False,"[""59C-113216"", ""51F-101.51""]","[1, 1]","[""59C-113216"", ""51F-101.51""]"
"[""59C-113216"", ""51F-101.51"", ""VN121101""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""51F\n10151"", ""VN121101""]",False,"[""59C-113216"", ""51F-101.51"", ""VN121101""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""VN121101""]"
"[""59C-113216"", ""51F-101.51"", ""VN121101""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""51F\n10151"", ""VN121101""]",False,"[""59C-113216"", ""51F-101.51"", ""VN121101""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""VN121101""]"
"[""59C-113216"", ""51F-101.51"", ""HVVVVV""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""51F\n101.51"", ""HVVVVV""]",False,"[""59C-113216"", ""51F-101.51"", ""HVVVVV""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""HVVVVV""]"
"[""59C-113216"", ""51F-101.51"", ""VN121201""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""51F\n101,51"", ""VN121201""]",False,"[""59C-113216"", ""51F-101.51"", ""VN121201""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""VN121201""]"
"[""59-0113216"", ""51F-101.51"", ""VN100""]","[1, 1, 1]",3,0.0,,"[""59-01\n13216"", ""51F\n101.51"", ""VN100""]",False,"[""59-0113216"", ""51F-101.51"", ""VN100""]","[1, 1, 1]","[""59-0113216"", ""51F-101.51"", ""VN100""]"
"[""59C-113216"", ""51F-101.51"", ""LKD""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""51F\n101.51"", ""LKD""]",False,"[""59C-113216"", ""51F-101.51"", ""LKD""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""LKD""]"
"[""59C-113216"", ""51F-101.51"", ""VN11111""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""51F\n101.51"", ""VN11111""]",False,"[""59C-113216"", ""51F-101.51"", ""VN11111""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""VN11111""]"
"[""59C-113216"", ""51F-101.51"", ""VN10101""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""51F\n101.51"", ""VN10101""]",False,"[""59C-113216"", ""51F-101.51"", ""VN10101""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""VN10101""]"
"[""59C-713216"", ""51F-101.51"", ""L0""]","[1, 1, 1]",3,0.0,,"[""59-C7\n13216"", ""51F\n101.51"", ""L0""]",False,"[""59C-713216"", ""51F-101.51"", ""L0""]","[1, 1, 1]","[""59C-713216"", ""51F-101.51"", ""L0""]"
"[""59C-113216"", ""51F-101.51"", ""T10""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""51F\n101.51"", ""T10""]",False,"[""59C-113216"", ""51F-101.51"", ""T10""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""T10""]"
"[""59C-113216"", ""51F-101.51"", ""LU""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""51F\n101.51"", ""LU""]",False,"[""59C-113216"", ""51F-101.51"", ""LU""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""LU""]"
"[""59C-113216"", ""51F-101.51"", ""LU""]","[1, 1, 1]",3,0.0,,"[""59 C1\n13216"", ""51F\n101.51"", ""LU""]",False,"[""59C-113216"", ""51F-101.51"", ""LU""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""LU""]"
"[""59C-113216"", ""51F-101.51"", ""CA0""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""51F\n101.51"", ""CA0""]",False,"[""59C-113216"", ""51F-101.51"", ""CA0""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""CA0""]"
"[""59C-113216"", ""51F-101.51"", ""C1010""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""51F101.51"", ""C1010""]",False,"[""59C-113216"", ""51F-101.51"", ""C1010""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""C1010""]"
"[""59C-113216"", ""51F-101.51"", ""LF0""]","[1, 1, 1]",3,0.0,,"[""59 C1\n13216"", ""51F\n101.51"", ""LF0""]",False,"[""59C-113216"", ""51F-101.51"", ""LF0""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""LF0""]"
"[""59C-113216"", ""51F-101.51""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""51F101.51""]",False,"[""59C-113216"", ""51F-101.51""]","[1, 1]","[""59C-113216"", ""51F-101.51""]"
"[""59C-113216"", ""51F-101.51""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""51F101.51""]",False,"[""59C-113216"", ""51F-101.51""]","[1, 1]","[""59C-113216"", ""51F-101.51""]"
"[""59C-113216"", ""51F-101.51""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""51F101.51""]",False,"[""59C-113216"", ""51F-101.51""]","[1, 1]","[""59C-113216"", ""51F-101.51""]"
"[""59C-113216"", ""51F-101.51"", ""DUHALLAT""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""51F\n101.51"", ""DUHAL\nLAT""]",False,"[""59C-113216"", ""51F-101.51"", ""DUHALLAT""]","[1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""DUHALLAT""]"
"[""59C-113216"", ""51F-101.51""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""51F\n101.51""]",False,"[""59C-113216"", ""51F-101.51""]","[1, 1]","[""59C-113216"", ""51F-101.51""]"
"[""51F-101.51"", ""59C-113216""]","[1, 1]",2,0.0,,"[""51F\n101.51"", ""59-C1\n13216""]",False,"[""51F-101.51"", ""59C-113216""]","[1, 1]","[""51F-101.51"", ""59C-113216""]"
"[""51F-101.51"", ""59C-113216"", ""LKC773""]","[1, 1, 1]",3,0.0,,"[""51F\n101.51"", ""59-C1\n13216"", ""LKC 773""]",False,"[""51F-101.51"", ""59C-113216"", ""LKC773""]","[1, 1, 1]","[""51F-101.51"", ""59C-113216"", ""LKC773""]"
"[""59C-113216"", ""51F-101.51"", ""555714"", ""DUHAILUO""]","[1, 1, 1, 1]",4,0.0,,"[""59C1\n13216"", ""51F10151"", ""555714"", ""DUHAI\nLUO""]",False,"[""59C-113216"", ""51F-101.51"", ""555714"", ""DUHAILUO""]","[1, 1, 1, 1]","[""59C-113216"", ""51F-101.51"", ""555714"", ""DUHAILUO""]"
"[""59C-113216"", ""51F-0151"", ""LF5747"", ""LAT""]","[1, 1, 1, 1]",4,0.0,,"[""59-C1\n13216"", ""51F\n0151"", ""LF5747"", ""LAT""]",False,"[""59C-113216"", ""51F-0151"", ""LF5747"", ""LAT""]","[1, 1, 1, 1]","[""59C-113216"", ""51F-0151"", ""LF5747"", ""LAT""]"
"[""59C-113216"", ""IF51"", ""VX741N"", ""DUHAL10""]","[1, 1, 1, 1]",4,0.0,,"[""59-C1\n13216"", ""IF51"", ""VX741N"", ""DUHAL\n10""]",False,"[""59C-113216"", ""IF51"", ""VX741N"", ""DUHAL10""]","[1, 1, 1, 1]","[""59C-113216"", ""IF51"", ""VX741N"", ""DUHAL10""]"
"[""59C-113216"", ""X5712"", ""DUHALL10""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""X 5712"", ""DUHAL\nL10""]",False,"[""59C-113216"", ""X5712"", ""DUHALL10""]","[1, 1, 1]","[""59C-113216"", ""X5712"", ""DUHALL10""]"
"[""59C-113216"", ""X927112"", ""DUHAL110""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""X 927112"", ""DUHAL\n110""]",False,"[""59C-113216"", ""X927112"", ""DUHAL110""]","[1, 1, 1]","[""59C-113216"", ""X927112"", ""DUHAL110""]"
"[""59C-113216"", ""VS241""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""VS241""]",False,"[""59C-113216"", ""VS241""]","[1, 1]","[""59C-113216"", ""VS241""]"
"[""59C-113216"", ""NCC0571U"", ""DUAAL1177"", ""SC-657.00""]","[1, 1, 1, 1]",4,0.0,,"[""59-C1\n13216"", ""NCC0571U"", ""DUAAL\n1177"", ""SC-657.00""]",False,"[""59C-113216"", ""NCC0571U"", ""DUAAL1177"", ""SC-657.00""]","[1, 1, 1, 1]","[""59C-113216"", ""NCC0571U"", ""DUAAL1177"", ""SC-657.00""]"
"[""59C-113216"", ""LKC7711"", ""DUHALLTD""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""LKC7711"", ""DUHAL\nLTD""]",False,"[""59C-113216"", ""LKC7711"", ""DUHALLTD""]","[1, 1, 1]","[""59C-113216"", ""LKC7711"", ""DUHALLTD""]"
"[""59C-113216"", ""LKC2711"", ""DUHAL""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""LKC2711"", ""DUHAL""]",False,"[""59C-113216"", ""LKC2711"", ""DUHAL""]","[1, 1, 1]","[""59C-113216"", ""LKC2711"", ""DUHAL""]"
"[""59C-11321R"", ""DUHAL"", ""BAC57105"", ""631457.05""]","[1, 1, 1, 1]",4,0.0,,"[""59-C1\n1321R"", ""DUHAL"", ""BAC57105"", ""631457.05""]",False,"[""59C-11321R"", ""DUHAL"", ""BAC57105"", ""631457.05""]","[1, 1, 1, 1]","[""59C-11321R"", ""DUHAL"", ""BAC57105"", ""631457.05""]"
"[""59C-113216"", ""BKC05708"", ""DUHALLU1""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""BKC 057 08"", ""DUHAL\nLU1""]",False,"[""59C-113216"", ""BKC05708"", ""DUHALLU1""]","[1, 1, 1]","[""59C-113216"", ""BKC05708"", ""DUHALLU1""]"
"[""59C-113216"", ""6XC0570G"", ""6514057.00""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""6XC0570G"", ""6514057.00""]",False,"[""59C-113216"", ""6XC0570G"", ""6514057.00""]","[1, 1, 1]","[""59C-113216"", ""6XC0570G"", ""6514057.00""]"
"[""59C-113216"", ""BXC1957DW"", ""6514057.05""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""BXC 1957 DW"", ""6514057.05""]",False,"[""59C-113216"", ""BXC1957DW"", ""6514057.05""]","[1, 1, 1]","[""59C-113216"", ""BXC1957DW"", ""6514057.05""]"
"[""59C-113216"", ""6XC0570G"", ""611457.05"", ""DUHALLED""]","[1, 1, 1, 1]",4,0.0,,"[""59-C1\n13216"", ""6XC 057 0G"", ""611457.05"", ""DUHAL\nLED""]",False,"[""59C-113216"", ""6XC0570G"", ""611457.05"", ""DUHALLED""]","[1, 1, 1, 1]","[""59C-113216"", ""6XC0570G"", ""611457.05"", ""DUHALLED""]"
"[""59C-113216"", ""6KC257D5"", ""DUHALLED""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""6KC257D5"", ""DUHAL\nLED""]",False,"[""59C-113216"", ""6KC257D5"", ""DUHALLED""]","[1, 1, 1]","[""59C-113216"", ""6KC257D5"", ""DUHALLED""]"
"[""59C-113216"", ""6XC15710"", ""DUHALLED""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""6XC15710"", ""DUHAL\nLED""]",False,"[""59C-113216"", ""6XC15710"", ""DUHALLED""]","[1, 1, 1]","[""59C-113216"", ""6XC15710"", ""DUHALLED""]"
"[""59C-113216"", ""5K15719"", ""6K-057.00""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""5K15719"", ""6K-057.00""]",False,"[""59C-113216"", ""5K15719"", ""6K-057.00""]","[1, 1, 1]","[""59C-113216"", ""5K15719"", ""6K-057.00""]"
"[""59C-113216"", ""FK15703""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""FK 157 03""]",False,"[""59C-113216"", ""FK15703""]","[1, 1]","[""59C-113216"", ""FK15703""]"
"[""59C-113216"", ""6X05708"", ""G31-057.09""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""6X05708"", ""G31-057.09""]",False,"[""59C-113216"", ""6X05708"", ""G31-057.09""]","[1, 1, 1]","[""59C-113216"", ""6X05708"", ""G31-057.09""]"
"[""59C-113216"", ""63KD-5709""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63KD57D9""]",False,"[""59C-113216"", ""63KD-5709""]","[1, 1]","[""59C-113216"", ""63KD-5709""]"
"[""59C-113216"", ""83C-057.09"", ""DUHALLED""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""B3C 05709"", ""DUHAL\nLED""]",False,"[""59C-113216"", ""83C-057.09"", ""DUHALLED""]","[1, 1, 1]","[""59C-113216"", ""83C-057.09"", ""DUHALLED""]"
"[""59C-113216"", ""63C-057.09"", ""LED""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""63C 057D9"", ""LED""]",False,"[""59C-113216"", ""63C-057.09"", ""LED""]","[1, 1, 1]","[""59C-113216"", ""63C-057.09"", ""LED""]"
"[""59C-113216"", ""63C-057.09"", ""63C-057.09""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""63C 057 09"", ""G3C-057.09""]",False,"[""59C-113216"", ""63C-057.09"", ""63C-057.09""]","[1, 1, 1]","[""59C-113216"", ""63C-057.09"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09"", ""63C-057.09""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""63C 057D9"", ""G3C-057.09""]",False,"[""59C-113216"", ""63C-057.09"", ""63C-057.09""]","[1, 1, 1]","[""59C-113216"", ""63C-057.09"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C 057 09""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C 05709""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""83C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""B3C 05709""]",False,"[""59C-113216"", ""83C-057.09""]","[1, 1]","[""59C-113216"", ""83C-057.09""]"
"[""59C-113216"", ""63C-057.09"", ""TH1""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""63C05709"", ""TH1""]",False,"[""59C-113216"", ""63C-057.09"", ""TH1""]","[1, 1, 1]","[""59C-113216"", ""63C-057.09"", ""TH1""]"
"[""59C-113216"", ""63C-057.09"", ""VN11111""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""63C05709"", ""VN11111""]",False,"[""59C-113216"", ""63C-057.09"", ""VN11111""]","[1, 1, 1]","[""59C-113216"", ""63C-057.09"", ""VN11111""]"
"[""59C-113216"", ""63C-057.09"", ""VN17777"", ""03C-057.09""]","[1, 1, 1, 1]",4,0.0,,"[""59-C1\n13216"", ""63C05709"", ""VN17777"", ""03C-057.09""]",False,"[""59C-113216"", ""63C-057.09"", ""VN17777"", ""03C-057.09""]","[1, 1, 1, 1]","[""59C-113216"", ""63C-057.09"", ""VN17777"", ""03C-057.09""]"
"[""59C-113216"", ""63C-057.09"", ""N7100""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""63C-05709"", ""N7100""]",False,"[""59C-113216"", ""63C-057.09"", ""N7100""]","[1, 1, 1]","[""59C-113216"", ""63C-057.09"", ""N7100""]"
"[""59C-113216"", ""63C-057.09"", ""N11F7""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""63C-05709"", ""N11F7""]",False,"[""59C-113216"", ""63C-057.09"", ""N11F7""]","[1, 1, 1]","[""59C-113216"", ""63C-057.09"", ""N11F7""]"
"[""59C-113216"", ""63C-057.09"", ""VN11111""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""63C-05709"", ""VN 11111""]",False,"[""59C-113216"", ""63C-057.09"", ""VN11111""]","[1, 1, 1]","[""59C-113216"", ""63C-057.09"", ""VN11111""]"
"[""59C-113216"", ""63C-057.09"", ""N11777"", ""DUHALLED""]","[1, 1, 1, 1]",4,0.0,,"[""59-C1\n13216"", ""63C-05709"", ""N11777"", ""DUHAL\nLED""]",False,"[""59C-113216"", ""63C-057.09"", ""N11777"", ""DUHALLED""]","[1, 1, 1, 1]","[""59C-113216"", ""63C-057.09"", ""N11777"", ""DUHALLED""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C-05709""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C05709""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C\u00b705709""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C\u00b705709""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C\u00b705709""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C\u00b705709""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C-05709""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C-057.09""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C\u00b7057.09""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C\u00b7057.09""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09"", ""63C-057.09""]","[1, 1, 1]",3,0.0,,"[""59-C1\n13216"", ""63C\u00b7057.09"", ""G3C-057.09""]",False,"[""59C-113216"", ""63C-057.09"", ""63C-057.09""]","[1, 1, 1]","[""59C-113216"", ""63C-057.09"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C 057 09""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C 057 09""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C 057 09""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C-05709""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C-057-09""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""159C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""159-C1\n13216"", ""63C-057.09""]",False,"[""159C-113216"", ""63C-057.09""]","[1, 1]","[""159C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C-05709""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C-057.09""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-173216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n73216"", ""63C-057-09""]",False,"[""59C-173216"", ""63C-057.09""]","[1, 1]","[""59C-173216"", ""63C-057.09""]"
"[""59C-173216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n73216"", ""63C-05709""]",False,"[""59C-173216"", ""63C-057.09""]","[1, 1]","[""59C-173216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C-057.09""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09"", ""63C-057.09""]","[1, 1, 1]",3,0.0,,"[""59-C1\n1.32.16"", ""63C-057.09"", ""63C-057.09""]",False,"[""59C-113216"", ""63C-057.09"", ""63C-057.09""]","[1, 1, 1]","[""59C-113216"", ""63C-057.09"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C-057.09""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n132.16"", ""63C-057.09""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n13216"", ""63C-057.09""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-103216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n0.32.16"", ""63C-057.09""]",False,"[""59C-103216"", ""63C-057.09""]","[1, 1]","[""59C-103216"", ""63C-057.09""]"
"[""59C-113216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C1\n132.16"", ""63C-057.09""]",False,"[""59C-113216"", ""63C-057.09""]","[1, 1]","[""59C-113216"", ""63C-057.09""]"
"[""59C-713216"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-C7\n1.32.16"", ""63C-057.09""]",False,"[""59C-713216"", ""63C-057.09""]","[1, 1]","[""59C-713216"", ""63C-057.09""]"
"[""59CT-132.16"", ""63C-057.09""]","[1, 1]",2,0.0,,"[""59-CT\n1.32.16"", ""63C-057.09""]",False,"[""59CT-132.16"", ""63C-057.09""]","[1, 1]","[""59CT-132.16"", ""63C-057.09""]"
"[""63C-057.09"", ""59C-113216""]","[1, 1]",2,0.0,,"[""63C-057.09"", ""59-C1\n132.16""]",False,"[""63C-057.09"", ""59C-113216""]","[1, 1]","[""63C-057.09"", ""59C-113216""]"
"[""63C-057.09"", ""59C-113216""]","[1, 1]",2,0.0,,"[""63C-057.09"", ""59-C1\n1.32.16""]",False,"[""63C-057.09"", ""59C-113216""]","[1, 1]","[""63C-057.09"", ""59C-113216""]"
"[""63C-057.09"", ""59C-113216""]","[1, 1]",2,0.0,,"[""63C-057.09"", ""59 C1\n13216""]",False,"[""63C-057.09"", ""59C-113216""]","[1, 1]","[""63C-057.09"", ""59C-113216""]"
"[""63C-057.09"", ""59C-113216""]","[1, 1]",2,0.0,,"[""63C-057.09"", ""59-C1\n13216""]",False,"[""63C-057.09"", ""59C-113216""]","[1, 1]","[""63C-057.09"", ""59C-113216""]"
"[""63C-057.09"", ""59-C1""]","[1, 1]",2,0.0,,"[""63C-057.09"", ""59-C1""]",False,"[""63C-057.09"", ""59-C1""]","[1, 1]","[""63C-057.09"", ""59-C1""]"
"[""63C-057.09"", ""59-C1""]","[1, 1]",2,0.0,,"[""63C-057.09"", ""59-C1""]",False,"[""63C-057.09"", ""59-C1""]","[1, 1]","[""63C-057.09"", ""59-C1""]"
"[""63C-057.09"", ""59-C1""]","[1, 1]",2,0.0,,"[""63C-057.09"", ""59-C1""]",False,"[""63C-057.09"", ""59-C1""]","[1, 1]","[""63C-057.09"", ""59-C1""]"
"[""63C-057.09"", ""59-C1""]","[1, 1]",2,0.0,,"[""63C-057.09"", ""59-C1""]",False,"[""63C-057.09"", ""59-C1""]","[1, 1]","[""63C-057.09"", ""59-C1""]"
"[""63C-057.09""]",[1],1,0.9525741338729858,,"[""63C-057.09""]",True,"[""63C-057.09""]",[1],"[""63C-057.09""]"
"[""63C-057.09""]",[1],1,0.9385759830474854,,"[""63C-057.09""]",True,"[""63C-057.09""]",[1],"[""63C-057.09""]"
"[""63C-057.09""]",[1],1,0.9441768527030945,,"[""63C-057.09""]",True,"[""63C-057.09""]",[1],"[""63C-057.09""]"
"[""63C-057.09""]",[1],1,0.9478657245635986,,"[""63C-057.09""]",True,"[""63C-057.09""]",[1],"[""63C-057.09""]"
"[""63C-057.09""]",[1],1,0.9492946267127991,,"[""63C-057.09""]",True,"[""63C-057.09""]",[1],"[""63C-057.09""]"
"[""63C-057.09""]",[1],1,0.9495759606361389,,"[""63C-057.09""]",True,"[""63C-057.09""]",[1],"[""63C-057.09""]"
"[""63C-057.09""]",[1],1,0.9514138102531433,,"[""63C-057.09""]",True,"[""63C-057.09""]",[1],"[""63C-057.09""]"
"[""63C-057.09""]",[1],1,0.9485372304916382,,"[""63C-057.09""]",True,"[""63C-057.09""]",[1],"[""63C-057.09""]"
"[""63C-057.09""]",[1],1,0.9539660811424255,,"[""63C-057.09""]",True,"[""63C-057.09""]",[1],"[""63C-057.09""]"
